"tax_id","vers","ocp","tcp.hk","tcp.hhk","tcp.rr","tcp.hrr","tcp.other","tcp.chemotaxis","ecf","other","majormodes_total","chemotaxis.mcp","chemotaxis.chew","chemotaxis.chea","chemotaxis.cher","chemotaxis.cheb","chemotaxis.checx","chemotaxis.chev","chemotaxis.ched","chemotaxis.chez","chemotaxis.other","chemotaxis_total","genome_size","species_tax_id","species","genus","family","order","class","phylum","superkingdom"
1140003,"GCF_000407605.1",117,13,NA,13,NA,NA,NA,1,14,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2301651,1356,"Enterococcus sulfureus","Enterococcus","Enterococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
1141660,"GCF_000314895.2",140,13,2,18,NA,NA,NA,3,19,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3896123,516075,"Providencia sneebia","Providencia","Morganellaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Bacteria"
1144888,"GCF_000255355.1",19,5,NA,4,NA,NA,NA,NA,1,30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1417115,35789,"Rickettsia helvetica","Rickettsia","Rickettsiaceae","Rickettsiales","Alphaproteobacteria","Proteobacteria","Bacteria"
1149865,"GCF_000258495.1",107,53,7,83,2,1,NA,31,16,303,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,5141552,454586,"Pedobacter agri","Pedobacter","Sphingobacteriaceae","Sphingobacteriales","Sphingobacteriia","Bacteroidetes","Bacteria"
1121923,"GCF_000252165.1",88,10,6,17,1,1,NA,5,12,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3076861,56804,"Glaciecola punicea","Glaciecola","Alteromonadaceae","Alteromonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
1150864,"GCF_000297395.2",514,73,3,68,NA,1,NA,64,25,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7325824,285679,"Micromonospora lupini","Micromonospora","Micromonosporaceae","Micromonosporales","Actinobacteria","Actinobacteria","Bacteria"
1151117,"GCF_000258515.1",53,NA,NA,2,NA,NA,NA,NA,7,74,3,1,2,1,1,3,NA,1,NA,NA,12,1764559,54076,"Thermococcus zilligii","Thermococcus","Thermococcaceae","Thermococcales","Thermococci","Euryarchaeota","Archaea"
1123508,"GCF_000255705.1",226,48,28,86,19,NA,NA,87,15,524,2,5,3,2,3,NA,NA,NA,NA,NA,15,10086423,360055,"Zavarzinella formosa","Zavarzinella","Gemmataceae","Planctomycetales","Planctomycetia","Planctomycetes","Bacteria"
1107882,"GCF_000236565.1",428,45,11,50,1,2,NA,16,31,585,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,6968952,475067,"Mesorhizobium alhagi","Mesorhizobium","Phyllobacteriaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria"
1156935,"GCF_000300855.1",361,39,7,57,1,1,NA,16,12,544,37,6,2,2,2,NA,NA,1,NA,NA,50,5085061,147266,"Agrobacterium albertimagni","Agrobacterium","Rhizobiaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria"
1156986,"GCF_000257395.1",26,13,2,14,NA,4,NA,1,4,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1727973,676517,"Diplorickettsia massiliensis","Diplorickettsia","Coxiellaceae","Legionellales","Gammaproteobacteria","Proteobacteria","Bacteria"
1158601,"GCF_000407185.1",397,35,NA,36,NA,NA,NA,3,36,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4627134,71451,"Enterococcus malodoratus","Enterococcus","Enterococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
1158606,"GCF_000407365.1",133,15,NA,14,NA,NA,NA,3,17,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2572706,57732,"Enterococcus asini","Enterococcus","Enterococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
1158608,"GCF_000407165.1",230,27,NA,27,NA,NA,NA,2,21,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3581919,155618,"Enterococcus haemoperoxidus","Enterococcus","Enterococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
1158610,"GCF_000407505.1",289,34,NA,36,NA,1,NA,6,31,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3910972,154621,"Enterococcus phoeniculicola","Enterococcus","Enterococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
1160719,"GCF_000463665.1",51,7,NA,7,NA,NA,NA,3,6,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2128234,33011,"Cutibacterium granulosum","Cutibacterium","Propionibacteriaceae","Propionibacteriales","Actinobacteria","Actinobacteria","Bacteria"
1160707,"GCF_000284835.1",127,22,NA,22,NA,1,NA,10,11,219,17,2,1,1,1,2,1,1,NA,NA,26,2846106,51173,"Ureibacillus thermosphaericus","Ureibacillus","Planococcaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1160718,"GCF_000280865.1",537,90,2,70,NA,NA,NA,36,26,762,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,7885420,114687,"Streptomyces auratus","Streptomyces","Streptomycetaceae","Streptomycetales","Actinobacteria","Actinobacteria","Bacteria"
1163407,"GCF_000264295.1",157,26,11,41,2,3,NA,19,13,279,1,2,1,1,2,NA,NA,NA,NA,NA,7,3910579,347483,"Rhodanobacter spathiphylli","Rhodanobacter","Rhodanobacteraceae","Xanthomonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
1163408,"GCF_000264315.1",151,20,6,36,1,NA,NA,12,9,256,6,4,3,2,3,NA,1,1,1,NA,21,3879600,219571,"Rhodanobacter fulvus","Rhodanobacter","Rhodanobacteraceae","Xanthomonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
1163385,"GCF_000364425.1",2,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,566694,35772,"Peanut witches'-broom phytoplasma","Candidatus Phytoplasma","Acholeplasmataceae","Acholeplasmatales","Mollicutes","Tenericutes","Bacteria"
98439,"GCF_000317225.1",129,56,11,69,17,2,NA,4,36,349,9,4,5,3,4,NA,NA,NA,NA,NA,25,5438272,372787,"Fischerella thermalis","Fischerella","Hapalosiphonaceae","Nostocales",NA,"Cyanobacteria","Bacteria"
562729,"GCF_000296695.1",172,35,7,48,NA,2,NA,11,17,318,16,2,1,1,1,1,2,NA,1,1,26,3987205,1163621,"Rheinheimera nanhaiensis","Rheinheimera","Chromatiaceae","Chromatiales","Gammaproteobacteria","Proteobacteria","Bacteria"
1167632,"GCF_000286335.1",134,18,NA,18,NA,1,NA,2,13,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2559484,71237,"Staphylococcus vitulinus","Staphylococcus","Staphylococcaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
521393,"GCF_000295095.1",108,25,NA,28,NA,NA,NA,2,9,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2932944,1288391,"Actinomyces timonensis","Actinomyces","Actinomycetaceae","Actinomycetales","Actinobacteria","Actinobacteria","Bacteria"
1177179,"GCF_000300995.1",171,18,11,32,NA,2,NA,6,19,267,1,2,1,2,2,NA,NA,NA,NA,NA,8,3664876,519051,"Alcanivorax hongdengensis","Alcanivorax","Alcanivoracaceae","Oceanospirillales","Gammaproteobacteria","Proteobacteria","Bacteria"
1177181,"GCF_000756655.1",144,21,11,37,NA,2,NA,5,19,253,2,3,2,3,3,NA,NA,NA,NA,1,14,3629371,64988,"Alcanivorax jadensis","Alcanivorax","Alcanivoracaceae","Oceanospirillales","Gammaproteobacteria","Proteobacteria","Bacteria"
1177154,"GCF_000756665.1",181,17,15,35,NA,2,NA,9,19,292,2,3,2,3,3,NA,NA,NA,NA,1,14,4132804,1177154,"Alcanivorax nanhaiticus","Alcanivorax","Alcanivoracaceae","Oceanospirillales","Gammaproteobacteria","Proteobacteria","Bacteria"
1203606,"GCF_000398925.1",210,20,NA,20,NA,NA,NA,19,19,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3325721,501571,"Butyricicoccus pullicaecorum","Butyricicoccus","Clostridiaceae","Clostridiales","Clostridia","Firmicutes","Bacteria"
1184607,"GCF_000298175.1",117,26,NA,28,NA,NA,NA,5,14,205,9,1,1,2,1,NA,NA,NA,NA,1,15,3541124,100225,"Austwickia chelonae","Austwickia","Dermatophilaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
1121101,"GCF_000381365.1",108,40,28,28,1,NA,NA,37,13,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5315450,291644,"Bacteroides salyersiae","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria"
553470,"GCF_000426925.1",75,15,5,28,3,1,NA,3,19,157,2,2,2,1,1,NA,NA,NA,NA,NA,8,4405846,109265,"Dolichospermum circinale","Dolichospermum","Aphanizomenonaceae","Nostocales",NA,"Cyanobacteria","Bacteria"
1176165,"GCF_000285915.1",80,10,NA,11,NA,NA,NA,2,9,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2349262,479117,"Brevibacterium ravenspurgense","Brevibacterium","Brevibacteriaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
659495,"GCF_000281085.1",171,27,33,60,4,4,NA,24,16,376,19,4,2,3,4,1,1,1,1,1,37,5032676,1172192,"Catenovulum agarivorans","Catenovulum","Alteromonadaceae","Alteromonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
1189621,"GCF_000265075.1",54,19,4,23,1,NA,NA,13,29,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3633701,590849,"Nitritalea halalkaliphila","Nitritalea","Cyclobacteriaceae","Cytophagales","Cytophagia","Bacteroidetes","Bacteria"
1177928,"GCF_000300275.1",314,28,6,47,1,2,NA,16,23,478,34,1,1,1,1,1,NA,NA,2,NA,41,4380232,502049,"Thalassospira profundimaris","Thalassospira","Rhodospirillaceae","Rhodospirillales","Alphaproteobacteria","Proteobacteria","Bacteria"
1172194,"GCF_000271305.1",248,47,14,61,4,2,NA,13,13,420,2,2,2,5,4,NA,1,1,1,NA,18,5193926,243629,"Hydrocarboniphaga effusa","Hydrocarboniphaga","Sinobacteraceae","Nevskiales","Gammaproteobacteria","Proteobacteria","Bacteria"
1184609,"GCF_000298215.1",238,42,NA,41,NA,NA,NA,12,33,379,10,NA,NA,1,1,NA,NA,NA,NA,1,13,4847237,111564,"Kineosphaera limosa","Kineosphaera","Dermatophilaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
1175296,"GCF_000308215.1",74,10,NA,6,3,NA,NA,NA,17,118,2,1,1,1,1,1,NA,1,NA,NA,8,2620233,1080712,"Methanomassiliicoccus luminyensis","Methanomassiliicoccus","Methanomassiliicoccaceae","Methanomassiliicoccales","Thermoplasmata","Euryarchaeota","Archaea"
1172566,"GCF_000493245.1",124,7,NA,11,3,NA,NA,NA,61,218,4,2,1,1,1,2,NA,1,NA,NA,12,3667624,1172566,"Natrinema sp. J7-1","Natrinema","Natrialbaceae","Natrialbales","Halobacteria","Euryarchaeota","Archaea"
1179226,"GCF_000286395.1",149,16,NA,17,NA,1,NA,2,14,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2786799,42858,"Staphylococcus lentus","Staphylococcus","Staphylococcaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1188234,"GCF_000367445.1",5,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,771940,45363,"Mycoplasma alkalescens","Mycoplasma","Mycoplasmataceae","Mycoplasmatales","Mollicutes","Tenericutes","Bacteria"
1188233,"GCF_000367765.1",6,NA,NA,NA,NA,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,767867,51363,"Mycoplasma auris","Mycoplasma","Mycoplasmataceae","Mycoplasmatales","Mollicutes","Tenericutes","Bacteria"
1188250,"GCF_003034965.1",152,17,3,25,NA,1,NA,7,17,229,2,1,1,1,1,NA,NA,1,NA,NA,7,3588034,1075,"Rhodobacter blasticus","Rhodobacter","Rhodobacteraceae","Rhodobacterales","Alphaproteobacteria","Proteobacteria","Bacteria"
1188235,"GCF_000367805.1",11,NA,NA,NA,NA,NA,NA,NA,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,862704,2112,"Mycoplasma bovigenitalium","Mycoplasma","Mycoplasmataceae","Mycoplasmatales","Mollicutes","Tenericutes","Bacteria"
626086,"GCF_000286935.2",263,20,18,41,NA,2,NA,5,20,402,22,2,1,1,1,1,3,NA,1,1,33,4451541,688,"Aliivibrio logei","Aliivibrio","Vibrionaceae","Vibrionales","Gammaproteobacteria","Proteobacteria","Bacteria"
1189613,"GCF_000298075.1",95,13,NA,14,NA,NA,NA,2,9,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2366595,555791,"Staphylococcus massiliensis","Staphylococcus","Staphylococcaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1187848,"GCF_000287055.2",248,31,13,48,1,4,NA,5,19,422,31,6,3,3,2,1,4,1,1,1,53,4418179,723171,"Vibrio genomosp. F10","Vibrio","Vibrionaceae","Vibrionales","Gammaproteobacteria","Proteobacteria","Bacteria"
1193051,"GCF_000304275.1",190,45,17,45,9,3,NA,15,18,391,30,5,3,1,4,1,NA,3,NA,2,49,4188061,29508,"Leptospira meyeri","Leptospira","Leptospiraceae",NA,"Spirochaetia","Spirochaetes","Bacteria"
1195246,"GCF_000272005.1",139,23,7,39,NA,4,NA,9,25,272,17,2,1,1,1,1,2,NA,1,NA,26,3491709,553384,"Alishewanella agri","Alishewanella","Alteromonadaceae","Alteromonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
1195236,"GCF_000350485.1",340,123,4,140,3,2,NA,16,18,693,28,5,3,3,2,3,NA,2,NA,1,47,6415858,29371,"[Clostridium] termitidis","Ruminiclostridium","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria"
1191298,"GCF_000272145.2",259,26,13,43,1,2,NA,4,19,409,30,2,1,1,1,2,3,NA,1,1,42,4239624,723172,"Vibrio genomosp. F6","Vibrio","Vibrionaceae","Vibrionales","Gammaproteobacteria","Proteobacteria","Bacteria"
1189619,"GCF_000355905.1",55,24,2,22,1,NA,NA,14,24,143,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3311768,251,"Psychroflexus gondwanensis","Psychroflexus","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria"
1193069,"GCF_000306115.2",201,48,11,41,10,13,NA,19,10,389,21,4,3,2,3,1,NA,2,NA,NA,36,4400835,409998,"Leptospira wolffii","Leptospira","Leptospiraceae",NA,"Spirochaetia","Spirochaetes","Bacteria"
1194165,"GCF_000304335.1",228,25,NA,25,NA,NA,NA,19,13,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3952501,671622,"Microbacterium yannicii","Microbacterium","Microbacteriaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
1034347,"GCF_000311725.1",289,53,1,43,1,2,NA,22,15,453,16,2,1,2,1,3,1,1,NA,NA,27,4967913,1287657,"Bacillus massiliosenegalensis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1265503,"GCF_000378625.1",232,40,22,55,3,3,NA,11,28,427,16,4,2,3,3,2,1,1,1,NA,33,5484375,211668,"Colwellia piezophila","Colwellia","Colwelliaceae","Alteromonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
1292027,"GCF_000425625.1",248,37,19,57,5,1,NA,10,20,445,27,6,3,4,5,NA,2,NA,1,NA,48,5017423,291995,"Pseudomonas azotifigens","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
1197720,"GCF_000299315.2",237,23,NA,28,NA,NA,NA,13,18,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3627873,33917,"Microbacterium barkeri","Microbacterium","Microbacteriaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
1201293,"GCF_000276805.1",301,28,15,43,NA,2,NA,7,23,474,42,3,2,2,2,1,2,NA,1,NA,55,4889582,428031,"Moritella dasanensis","Moritella","Moritellaceae","Alteromonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
1208313,"GCF_001515525.1",214,35,NA,33,NA,1,NA,14,22,320,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4713213,746033,"Piscicoccus intestinalis","Piscicoccus","Dermatophilaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
1188241,"GCF_000731915.1",8,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1011202,42094,"Ureaplasma diversum","Ureaplasma","Mycoplasmataceae","Mycoplasmatales","Mollicutes","Tenericutes","Bacteria"
1191209,"GCF_002151265.1",296,23,6,33,NA,1,NA,7,29,419,20,1,NA,1,1,NA,NA,NA,1,NA,24,4722642,52021,"Halomonas desiderata","Halomonas","Halomonadaceae","Oceanospirillales","Gammaproteobacteria","Proteobacteria","Bacteria"
1193119,"GCF_000269905.1",120,13,2,16,NA,1,NA,10,10,187,7,2,1,1,1,2,NA,1,NA,NA,15,2908057,94136,"Alkalibacillus haloalkaliphilus","Alkalibacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1209072,"GCF_000766945.1",196,39,27,63,6,3,NA,8,13,409,28,6,3,7,5,NA,2,2,1,NA,54,5183709,39650,"Cellvibrio mixtus","Cellvibrio","Cellvibrionaceae","Cellvibrionales","Gammaproteobacteria","Proteobacteria","Bacteria"
1197906,"GCF_000308295.2",240,23,6,36,2,4,NA,16,20,364,12,1,1,1,1,NA,NA,NA,1,NA,17,5334146,151414,"Afipia birgiae","Afipia","Bradyrhizobiaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria"
1189612,"GCF_000295935.2",108,50,12,63,2,NA,NA,23,31,291,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,5036047,579922,"Indibacter alkaliphilus","Indibacter","Cyclobacteriaceae","Cytophagales","Cytophagia","Bacteroidetes","Bacteria"
1110697,"GCF_000308355.2",588,47,NA,42,NA,3,NA,32,27,740,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,6954782,1824,"Nocardia asteroides","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1129897,"GCF_000297255.1",109,33,NA,47,2,NA,NA,21,17,230,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3888104,1206749,"Nitrolancea hollandica","Nitrolancea","Sphaerobacteraceae","Sphaerobacterales","Thermomicrobia","Chloroflexi","Bacteria"
1208321,"GCF_000508165.1",269,26,11,42,NA,2,NA,7,20,420,33,3,1,1,1,1,2,NA,1,NA,43,3833369,1208321,"Marinomonas profundimaris","Marinomonas","Oceanospirillaceae","Oceanospirillales","Gammaproteobacteria","Proteobacteria","Bacteria"
1423751,"GCF_001436575.1",81,6,NA,6,NA,NA,NA,1,14,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1906034,1203069,"Lactobacillus gigeriorum","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
740709,"GCF_000299895.1",119,17,3,31,1,2,NA,8,11,217,17,2,1,1,1,1,1,NA,1,NA,25,2899282,1207041,"Idiomarina xiamenensis","Idiomarina","Idiomarinaceae","Alteromonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
1203076,"GCF_000312405.1",95,8,NA,9,NA,NA,NA,1,13,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2013830,148604,"Lactobacillus ingluviei","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
1203190,"GCF_000312345.1",82,13,NA,12,NA,1,NA,6,13,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2590418,441500,"Corynebacterium timonense","Corynebacterium","Corynebacteriaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
938294,"GCF_000308255.2",90,10,NA,12,NA,NA,NA,3,8,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2366094,1465826,"Anaerococcus pacaensis","Anaerococcus","Peptoniphilaceae","Tissierellales","Tissierellia","Firmicutes","Bacteria"
1205680,"GCF_000312425.1",255,21,6,30,NA,5,NA,12,16,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5792259,445220,"Reyranella massiliensis","Reyranella",NA,"Rhodospirillales","Alphaproteobacteria","Proteobacteria","Bacteria"
1205681,"GCF_000312565.1",38,9,1,11,NA,NA,NA,2,3,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2158445,481139,"Bartonella rattaustraliani","Bartonella","Bartonellaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria"
1210046,"GCF_000297495.1",105,14,1,14,NA,NA,NA,8,11,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3139099,364298,"Janibacter hoylei","Janibacter","Intrasporangiaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
620914,"GCF_000255455.1",92,24,11,31,NA,1,NA,16,14,190,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,4257070,1087449,"Aquimarina agarilytica","Aquimarina","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria"
1209984,"GCF_000612825.1",689,42,NA,41,NA,3,NA,27,36,840,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,7966608,53462,"Mycobacterium mageritense","Mycobacterium","Mycobacteriaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1192868,"GCF_000304395.1",264,22,5,27,NA,1,NA,8,13,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4612407,93369,"Pseudaminobacter salicylatoxidans","Pseudaminobacter","Phyllobacteriaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria"
1206725,"GCF_000308495.1",495,31,NA,30,NA,2,NA,28,33,620,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,7007170,37327,"Nocardia brevicatena","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1206726,"GCF_000308515.1",594,34,NA,32,NA,2,NA,29,45,737,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,7492940,37328,"Nocardia carnea","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1206730,"GCF_000308595.1",461,25,NA,22,NA,1,NA,13,34,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6980705,228599,"Nocardia higoensis","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1206731,"GCF_000308615.1",919,53,1,43,NA,4,NA,44,37,1102,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,10445918,282685,"Nocardia jiangxiensis","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1206732,"GCF_000308635.1",639,53,1,50,NA,3,NA,36,33,817,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,7482555,1823,"Nocardia otitidiscaviarum","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1206733,"GCF_000308655.1",721,49,1,47,NA,2,NA,32,38,891,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,8224214,209249,"Nocardia niigatensis","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1206734,"GCF_000308675.1",421,28,NA,25,NA,2,NA,18,25,520,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,6001070,114259,"Nocardia paucivorans","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1206735,"GCF_000308695.1",544,36,1,31,NA,2,NA,25,28,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8033873,259390,"Nocardia takedensis","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1206736,"GCF_000308715.1",813,59,2,61,NA,3,NA,42,34,1018,NA,NA,NA,2,2,NA,NA,NA,NA,NA,4,9731570,228006,"Nocardia tenerifensis","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1206737,"GCF_000308755.1",622,48,NA,44,NA,1,NA,34,33,782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7588197,228601,"Nocardia pneumoniae","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1206740,"GCF_000308795.1",545,38,NA,38,NA,3,NA,32,26,683,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,6821826,257275,"Nocardia thailandica","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1206742,"GCF_000308835.1",901,49,1,51,NA,3,NA,42,34,1082,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,10155283,96468,"Nocardia vinacea","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1206743,"GCF_000308855.1",538,33,NA,32,NA,2,NA,35,32,674,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,6785212,132249,"Nocardia veterana","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1206744,"GCF_000308875.1",790,48,1,45,NA,3,NA,46,31,967,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,8383303,37333,"Nocardia transvalensis","Nocardia","Nocardiaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
1216970,"GCF_001570985.1",147,19,NA,19,NA,NA,NA,10,13,209,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3378259,53458,"Janibacter limosus","Janibacter","Intrasporangiaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
1216973,"GCF_001552075.1",217,20,NA,18,NA,NA,NA,11,16,283,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3917865,98672,"Arthrobacter luteolus","Arthrobacter","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
1216975,"GCF_001552115.1",214,22,NA,23,NA,NA,NA,6,19,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3427456,257984,"Glutamicibacter mysorens","Glutamicibacter","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
1218074,"GCF_000684975.1",504,43,7,65,3,NA,NA,11,28,697,22,3,2,2,2,1,NA,2,1,1,36,6475434,660537,"Paraburkholderia acidipaludis","Paraburkholderia","Burkholderiaceae","Burkholderiales","Betaproteobacteria","Proteobacteria","Bacteria"
1218081,"GCF_000739795.1",459,48,7,71,2,NA,NA,17,24,672,31,3,1,1,2,2,1,1,2,NA,44,6795583,984307,"Paraburkholderia kururiensis","Paraburkholderia","Burkholderiaceae","Burkholderiales","Betaproteobacteria","Proteobacteria","Bacteria"
1218092,"GCF_001544295.1",165,11,NA,11,NA,NA,NA,3,22,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2731874,44007,"Enterococcus pseudoavium","Enterococcus","Enterococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria"
